team 1,team 2,original team 1 score,original team 2 score,original winner,team 1 threes,team 2 threes,adjusted team 1 score,adjusted team 2 score,adjusted winner
Wyoming,Fresno State,78,74,Wyoming,12,5,66,69,Fresno State
Wyoming,Fresno State,61,81,Fresno State,5,6,56,75,Fresno State
San José St,Fresno State,64,79,Fresno State,6,7,58,72,Fresno State
San José St,Fresno State,65,80,Fresno State,7,13,58,67,Fresno State
Fresno State,Nevada,57,73,Nevada,7,10,50,63,Nevada
Fresno State,Nevada,65,79,Nevada,6,5,59,74,Nevada
New Mexico,Fresno State,62,64,Fresno State,1,10,61,54,New Mexico
New Mexico,Fresno State,55,65,Fresno State,5,7,50,58,Fresno State
Utah State,Fresno State,69,53,Utah State,6,4,63,49,Utah State
San Diego State,Fresno State,67,53,San Diego State,5,6,62,47,San Diego State
San Diego State,Fresno State,75,57,San Diego State,8,5,67,52,San Diego State
Fresno State,UNLV,67,64,Fresno State,10,3,57,61,UNLV
Fresno State,UNLV,67,68,UNLV,10,8,57,60,UNLV
Nevada,North Dakota State,62,48,Nevada,8,6,54,42,Nevada
Pacific,Nevada,58,70,Nevada,6,10,52,60,Nevada
San Francisco,Nevada,85,60,San Francisco,15,4,70,56,San Francisco
William Jessup,Nevada,64,86,Nevada,10,8,54,78,Nevada
Nevada,Grand Canyon,77,87,Grand Canyon,9,9,68,78,Grand Canyon
Nevada,San Diego,79,72,Nevada,10,11,69,61,Nevada
Nevada,New Mexico,68,54,Nevada,4,3,64,51,Nevada
Nevada,New Mexico,84,74,Nevada,13,9,71,65,Nevada
Nevada,San Diego State,60,65,San Diego State,7,6,53,59,San Diego State
Nevada,San Diego State,67,69,San Diego State,7,7,60,62,San Diego State
Nevada,Wyoming,64,71,Wyoming,4,12,60,59,Nevada
Nevada,Wyoming,88,93,Wyoming,6,10,82,83,Wyoming
UNLV,Nevada,60,89,Nevada,8,14,52,75,Nevada
UNLV,Nevada,62,72,Nevada,9,6,53,66,Nevada
Nevada,Utah State,72,75,Utah State,13,11,59,64,Utah State
Nevada,Utah State,66,87,Utah State,8,4,58,83,Utah State
Our Lady of the Lake,New Mexico,65,104,New Mexico,10,10,55,94,New Mexico
Le Tourneau,New Mexico,58,90,New Mexico,11,2,47,88,New Mexico
Utah State,New Mexico,77,45,Utah State,4,5,73,40,Utah State
Utah State,New Mexico,82,46,Utah State,7,5,75,41,Utah State
New Mexico,Dixie State,72,63,New Mexico,2,8,70,55,New Mexico
New Mexico,UNLV,54,77,UNLV,3,10,51,67,UNLV
New Mexico,UNLV,46,53,UNLV,6,6,40,47,UNLV
San José St,New Mexico,51,67,New Mexico,3,3,48,64,New Mexico
San José St,New Mexico,83,71,San José St,10,5,73,66,San José St
Wyoming,New Mexico,83,74,Wyoming,13,7,70,67,Wyoming
Wyoming,New Mexico,79,67,Wyoming,9,3,70,64,Wyoming
UCLA,San Diego State,58,73,San Diego State,7,9,51,64,San Diego State
St. Katherine,San Diego State,41,83,San Diego State,7,11,34,72,San Diego State
Pepperdine,San Diego State,60,65,San Diego State,7,2,53,63,San Diego State
San Diego State,Arizona State,80,68,San Diego State,8,13,72,55,San Diego State
BYU,San Diego State,72,62,BYU,7,9,65,53,BYU
San Diego State,Saint Mary's,74,49,San Diego State,7,5,67,44,San Diego State
San Diego State,Utah State,45,57,Utah State,5,9,40,48,Utah State
San Diego State,Utah State,59,64,Utah State,6,7,53,57,Utah State
Wyoming,San Diego State,57,87,San Diego State,10,11,47,76,San Diego State
Wyoming,San Diego State,71,98,San Diego State,10,11,61,87,San Diego State
San José St,San Diego State,54,85,San Diego State,7,6,47,79,San Diego State
San José St,San Diego State,55,77,San Diego State,10,10,45,67,San Diego State
Fresno Pacific,San José St,79,87,San José St,5,10,74,77,San José St
San José St,Saint Mary's,61,96,Saint Mary's,9,6,52,90,Saint Mary's
San José St,Utah State,62,107,Utah State,6,11,56,96,Utah State
San José St,Utah State,52,85,Utah State,4,8,48,77,Utah State
Benedictine (AZ),San José St,64,80,San José St,10,8,54,72,San José St
UNLV,San José St,76,60,UNLV,5,7,71,53,UNLV
UNLV,San José St,67,64,UNLV,7,9,60,55,UNLV
UNLV,Alabama,74,86,Alabama,13,15,61,71,Alabama
St. Katherine,UNLV,34,95,UNLV,2,12,32,83,UNLV
Benedict,UNLV,45,99,UNLV,8,8,37,91,UNLV
Utah State,UNLV,56,59,UNLV,5,13,51,46,Utah State
Utah State,UNLV,83,74,Utah State,10,10,73,64,Utah State
Utah State,South Dakota State,59,83,South Dakota State,7,15,52,68,South Dakota State
BYU,Utah State,67,64,BYU,8,2,59,62,Utah State
College of Idaho,Utah State,64,90,Utah State,12,4,52,86,Utah State
Mississippi Valley State,Wyoming,61,97,Wyoming,9,13,52,84,Wyoming
Texas Southern,Wyoming,76,74,Texas Southern,3,8,73,66,Texas Southern
Incarnate Word,Wyoming,83,94,Wyoming,10,10,73,84,Wyoming
Wyoming,Oregon State,76,73,Wyoming,8,7,68,66,Wyoming
Denver,Wyoming,61,83,Wyoming,4,10,57,73,Wyoming
Wyoming,Utah Valley,93,88,Wyoming,13,5,80,83,Utah Valley
Omaha,Wyoming,78,82,Wyoming,3,11,75,71,Omaha
Rhode Island College,Bryant,83,138,Bryant,6,11,77,127,Bryant
Bryant,St. Francis (BKN),101,82,Bryant,12,8,89,74,Bryant
Bryant,St. Francis (BKN),91,93,St. Francis (BKN),11,5,80,88,St. Francis (BKN)
Wagner,Bryant,62,74,Bryant,5,8,57,66,Bryant
Wagner,Bryant,75,81,Bryant,6,12,69,69,Bryant
Central Connecticut,Bryant,68,93,Bryant,9,10,59,83,Bryant
Central Connecticut,Bryant,64,76,Bryant,7,9,57,67,Bryant
Bryant,St. Francis (PA),82,89,St. Francis (PA),7,10,75,79,St. Francis (PA)
Bryant,St. Francis (PA),72,63,Bryant,10,3,62,60,Bryant
Bryant,Fairleigh Dickinson,79,81,Fairleigh Dickinson,12,12,67,69,Fairleigh Dickinson
Bryant,Fairleigh Dickinson,84,95,Fairleigh Dickinson,14,7,70,88,Fairleigh Dickinson
Merrimack,Bryant,58,60,Bryant,7,6,51,54,Bryant
Bryant,Merrimack,76,60,Bryant,6,7,70,53,Bryant
Long Island University,Bryant,80,87,Bryant,10,8,70,79,Bryant
Long Island University,Bryant,60,63,Bryant,4,7,56,56,Bryant
Army,Central Connecticut,79,57,Army,15,3,64,54,Army
Central Connecticut,Fairleigh Dickinson,94,87,Central Connecticut,10,8,84,79,Central Connecticut
Central Connecticut,Fairleigh Dickinson,71,79,Fairleigh Dickinson,7,8,64,71,Fairleigh Dickinson
St. Francis (BKN),Central Connecticut,91,86,St. Francis (BKN),9,12,82,74,St. Francis (BKN)
St. Francis (BKN),Central Connecticut,59,78,Central Connecticut,4,6,55,72,Central Connecticut
Central Connecticut,Sacred Heart,48,65,Sacred Heart,5,5,43,60,Sacred Heart
Mount St. Mary's,Central Connecticut,67,57,Mount St. Mary's,9,6,58,51,Mount St. Mary's
Mount St. Mary's,Central Connecticut,64,65,Central Connecticut,7,8,57,57,Mount St. Mary's
Central Connecticut,St. Francis (PA),59,62,St. Francis (PA),3,6,56,56,Mount St. Mary's
Central Connecticut,St. Francis (PA),85,77,Central Connecticut,12,11,73,66,Central Connecticut
Merrimack,Central Connecticut,62,46,Merrimack,6,2,56,44,Merrimack
Merrimack,Central Connecticut,72,52,Merrimack,10,6,62,46,Merrimack
Sacred Heart,Central Connecticut,82,70,Sacred Heart,7,11,75,59,Sacred Heart
Central Connecticut,Long Island University,74,87,Long Island University,8,7,66,80,Long Island University
Central Connecticut,Long Island University,79,81,Long Island University,6,11,73,70,Central Connecticut
Wagner,Central Connecticut,83,63,Wagner,7,5,76,58,Wagner
Wagner,Central Connecticut,77,83,Central Connecticut,3,10,74,73,Wagner
Fairleigh Dickinson,Fairfield,69,65,Fairleigh Dickinson,10,6,59,59,Drexel
Fairleigh Dickinson,Merrimack,51,62,Merrimack,4,7,47,55,Merrimack
Fairleigh Dickinson,Merrimack,71,76,Merrimack,9,5,62,71,Merrimack
Fairleigh Dickinson,St. Francis (PA),94,92,Fairleigh Dickinson,11,6,83,86,St. Francis (PA)
Fairleigh Dickinson,St. Francis (PA),82,90,St. Francis (PA),7,7,75,83,St. Francis (PA)
Fairleigh Dickinson,Long Island University,78,70,Fairleigh Dickinson,8,4,70,66,Fairleigh Dickinson
Fairleigh Dickinson,Long Island University,77,62,Fairleigh Dickinson,7,8,70,54,Fairleigh Dickinson
Fairleigh Dickinson,Wagner,72,76,Wagner,8,12,64,64,Fairleigh Dickinson
Wagner,Fairleigh Dickinson,95,86,Wagner,8,16,87,70,Wagner
St. Francis (BKN),Fairleigh Dickinson,83,75,St. Francis (BKN),10,11,73,64,St. Francis (BKN)
St. Francis (BKN),Fairleigh Dickinson,90,87,St. Francis (BKN),6,12,84,75,St. Francis (BKN)
Mount St. Mary's,Fairleigh Dickinson,71,76,Fairleigh Dickinson,12,5,59,71,Fairleigh Dickinson
Mount St. Mary's,Fairleigh Dickinson,74,61,Mount St. Mary's,5,8,69,53,Mount St. Mary's
Fairleigh Dickinson,Sacred Heart,82,69,Fairleigh Dickinson,7,11,75,58,Fairleigh Dickinson
Fairleigh Dickinson,Sacred Heart,64,70,Sacred Heart,6,8,58,62,Sacred Heart
Long Island University,Sacred Heart,75,55,Long Island University,4,6,71,49,Long Island University
Long Island University,Sacred Heart,72,87,Sacred Heart,7,12,65,75,Sacred Heart
St. Francis (PA),Long Island University,75,78,Long Island University,8,8,67,70,Long Island University
St. Francis (PA),Long Island University,58,71,Long Island University,4,5,54,66,Long Island University
Long Island University,Wagner,77,66,Long Island University,8,6,69,60,Long Island University
Long Island University,Wagner,74,76,Wagner,10,9,64,67,Wagner
Merrimack,Long Island University,68,63,Merrimack,7,7,61,56,Merrimack
Merrimack,Long Island University,68,78,Long Island University,7,5,61,73,Long Island University
Long Island University,St. Francis (BKN),102,88,Long Island University,16,4,86,84,Long Island University
St. Francis (BKN),Long Island University,84,96,Long Island University,5,11,79,85,Long Island University
Long Island University,Mount St. Mary's,60,66,Mount St. Mary's,7,4,53,62,Mount St. Mary's
Long Island University,Mount St. Mary's,46,64,Mount St. Mary's,2,7,44,57,Mount St. Mary's
Sacred Heart,Merrimack,90,97,Merrimack,13,9,77,88,Merrimack
Sacred Heart,Merrimack,68,62,Sacred Heart,11,6,57,56,Sacred Heart
Merrimack,Mount St. Mary's,57,77,Mount St. Mary's,4,9,53,68,Mount St. Mary's
Merrimack,Mount St. Mary's,52,63,Mount St. Mary's,6,8,46,55,Mount St. Mary's
St. Francis (PA),Merrimack,62,68,Merrimack,4,12,58,56,St. Francis (PA)
St. Francis (PA),Merrimack,54,59,Merrimack,9,6,45,53,Merrimack
St. Francis (BKN),Merrimack,84,71,St. Francis (BKN),9,9,75,62,St. Francis (BKN)
St. Francis (BKN),Merrimack,67,75,Merrimack,2,2,65,73,Merrimack
Mount St. Mary's,Navy,67,73,Navy,11,4,56,69,Navy
St. Francis (PA),Mount St. Mary's,57,75,Mount St. Mary's,5,7,52,68,Mount St. Mary's
Mount St. Mary's,St. Francis (BKN),55,70,St. Francis (BKN),4,7,51,63,St. Francis (BKN)
Mount St. Mary's,St. Francis (BKN),55,67,St. Francis (BKN),5,3,50,64,St. Francis (BKN)
Sacred Heart,Mount St. Mary's,61,58,Sacred Heart,5,5,56,53,Sacred Heart
Sacred Heart,Mount St. Mary's,64,76,Mount St. Mary's,8,10,56,66,Mount St. Mary's
Wagner,Mount St. Mary's,61,39,Wagner,7,3,54,36,Wagner
Wagner,Mount St. Mary's,57,55,Wagner,4,7,53,48,Wagner
Mount St. Mary's,St. Francis (PA),72,65,Mount St. Mary's,9,3,63,62,Mount St. Mary's
Sacred Heart,Wagner,46,74,Wagner,2,11,44,63,Wagner
Sacred Heart,Wagner,86,85,Sacred Heart,11,5,75,80,Wagner
St. Francis (PA),Sacred Heart,76,58,St. Francis (PA),9,4,67,54,St. Francis (PA)
St. Francis (PA),Sacred Heart,70,82,Sacred Heart,3,6,67,76,Sacred Heart
Sacred Heart,St. Francis (BKN),76,88,St. Francis (BKN),7,9,69,79,St. Francis (BKN)
Sacred Heart,St. Francis (BKN),88,82,Sacred Heart,9,7,79,75,Sacred Heart
Wagner,St. Francis (BKN),74,67,Wagner,1,4,73,63,Wagner
Wagner,St. Francis (BKN),84,81,Wagner,7,8,77,73,Wagner
St. Francis (BKN),St. Francis (PA),70,67,St. Francis (BKN),7,4,63,63,Long Island University
St. Francis (BKN),St. Francis (PA),66,80,St. Francis (PA),5,5,61,75,St. Francis (PA)
Central Connecticut,St. Francis (PA),59,62,St. Francis (PA),3,6,56,56,St. Francis (PA)
St. Francis (BKN),St. Francis (PA),70,67,St. Francis (BKN),7,4,63,63,Merrimack
St. Francis (PA),Wagner,52,67,Wagner,1,8,51,59,Wagner
St. Francis (PA),Wagner,68,70,Wagner,5,3,63,67,Wagner
Fairleigh Dickinson,Wagner,72,76,Wagner,8,12,64,64,Wagner
Omaha,Austin Peay,66,72,Austin Peay,3,6,63,66,Austin Peay
Austin Peay,East Tennessee State,67,66,Austin Peay,3,9,64,57,Austin Peay
Austin Peay,Abilene Christian,72,80,Abilene Christian,5,5,67,75,Abilene Christian
Carver College,Austin Peay,38,102,Austin Peay,1,9,37,93,Austin Peay
Austin Peay,Murray State,57,87,Murray State,6,8,51,79,Murray State
McKendree,Austin Peay,68,82,Austin Peay,8,10,60,72,Austin Peay
Murray State,Austin Peay,70,74,Austin Peay,3,7,67,67,Florida A&M
Austin Peay,Tennessee State,68,59,Austin Peay,5,8,63,51,Austin Peay
Eastern Kentucky,Austin Peay,80,75,Eastern Kentucky,11,4,69,71,Austin Peay
Austin Peay,Eastern Illinois,74,71,Austin Peay,7,10,67,61,Austin Peay
Tennessee Tech,Austin Peay,69,72,Austin Peay,8,8,61,64,Austin Peay
Jacksonville State,Austin Peay,76,70,Jacksonville State,6,7,70,63,Jacksonville State
Belmont,Austin Peay,81,76,Belmont,9,12,72,64,Belmont
Tennessee State,Austin Peay,56,71,Austin Peay,7,9,49,62,Austin Peay
Austin Peay,SIU Edwardsville,74,59,Austin Peay,8,3,66,56,Austin Peay
Austin Peay,Eastern Kentucky,94,79,Austin Peay,12,13,82,66,Austin Peay
Austin Peay,Morehead State,74,75,Morehead State,8,6,66,69,Morehead State
Austin Peay,UT Martin,75,76,UT Martin,5,11,70,65,Austin Peay
UT Martin,Austin Peay,50,71,Austin Peay,4,9,46,62,Austin Peay
Southeast Missouri State,Austin Peay,63,78,Austin Peay,6,7,57,71,Austin Peay
Austin Peay,Southeast Missouri State,81,86,Southeast Missouri State,9,7,72,79,Southeast Missouri State
SIU Edwardsville,Austin Peay,57,79,Austin Peay,6,7,51,72,Austin Peay
Eastern Illinois,Austin Peay,76,69,Eastern Illinois,9,8,67,61,Eastern Illinois
Austin Peay,Tennessee Tech,76,81,Tennessee Tech,5,11,71,70,Austin Peay
Austin Peay,Jacksonville State,67,75,Jacksonville State,9,7,58,68,Jacksonville State
Belmont,Queens NC,73,61,Belmont,8,6,65,55,Belmont
Samford,Belmont,96,83,Samford,14,10,82,73,Samford
Tennessee State,Belmont,64,79,Belmont,4,10,60,69,Belmont
Belmont,Tennessee State,88,63,Belmont,8,7,80,56,Belmont
Murray State,Belmont,55,68,Belmont,5,5,50,63,Belmont
Belmont,UT Martin,90,69,Belmont,11,4,79,65,Belmont
Southeast Missouri State,Belmont,66,77,Belmont,7,4,59,73,Belmont
UT Martin,Belmont,69,89,Belmont,10,11,59,78,Belmont
Belmont,Tennessee Tech,88,67,Belmont,12,11,76,56,Belmont
Belmont,Jacksonville State,98,91,Belmont,14,15,84,76,Belmont
Eastern Illinois,Belmont,66,79,Belmont,8,6,58,73,Belmont
SIU Edwardsville,Belmont,62,114,Belmont,6,17,56,97,Belmont
Belmont,Murray State,72,71,Belmont,10,8,62,63,Murray State
Belmont,Eastern Illinois,89,61,Belmont,13,7,76,54,Belmont
Belmont,SIU Edwardsville,94,62,Belmont,9,3,85,59,Belmont
Eastern Kentucky,Belmont,74,92,Belmont,11,12,63,80,Belmont
Morehead State,Belmont,58,73,Belmont,8,7,50,66,Belmont
Jacksonville State,Belmont,59,63,Belmont,6,3,53,60,Belmont
Tennessee Tech,Belmont,66,90,Belmont,4,7,62,83,Belmont
Belmont,Eastern Kentucky,67,81,Eastern Kentucky,6,7,61,74,Eastern Kentucky
Belmont,Morehead State,82,89,Morehead State,12,4,70,85,Morehead State
Chicago State,Eastern Illinois,56,78,Eastern Illinois,8,5,48,73,Eastern Illinois
Western Illinois,Eastern Illinois,88,92,Eastern Illinois,10,9,78,83,Eastern Illinois
Eastern Illinois,Eastern Kentucky,61,69,Eastern Kentucky,6,5,55,64,Eastern Kentucky
Tennessee Tech,Eastern Illinois,81,87,Eastern Illinois,12,7,69,80,Eastern Illinois
Murray State,Eastern Illinois,68,74,Eastern Illinois,9,5,59,69,Eastern Illinois
Morehead State,Eastern Illinois,87,61,Morehead State,9,7,78,54,Morehead State
Eastern Kentucky,Eastern Illinois,93,85,Eastern Kentucky,12,6,81,79,Eastern Kentucky
Eastern Illinois,Tennessee State,54,65,Tennessee State,6,4,48,61,Tennessee State
SIU Edwardsville,Eastern Illinois,87,74,SIU Edwardsville,4,4,83,70,SIU Edwardsville
Eastern Illinois,UT Martin,41,51,UT Martin,3,8,38,43,UT Martin
Eastern Illinois,Southeast Missouri State,44,75,Southeast Missouri State,9,6,35,69,Southeast Missouri State
Eastern Illinois,SIU Edwardsville,70,61,Eastern Illinois,9,6,61,55,Eastern Illinois
Tennessee State,Eastern Illinois,72,86,Eastern Illinois,6,11,66,75,Eastern Illinois
Eastern Illinois,Jacksonville State,64,76,Jacksonville State,7,8,57,68,Jacksonville State
Eastern Illinois,Tennessee Tech,67,80,Tennessee Tech,7,12,60,68,Tennessee Tech
Eastern Illinois,Murray State,68,59,Eastern Illinois,7,4,61,55,Eastern Illinois
Southeast Missouri State,Eastern Illinois,94,88,Southeast Missouri State,12,6,82,82,Eastern Illinois
UT Martin,Eastern Illinois,73,68,UT Martin,4,3,69,65,UT Martin
Morehead State,Eastern Kentucky,68,71,Eastern Kentucky,6,10,62,61,Morehead State
Transylvania,Eastern Kentucky,60,81,Eastern Kentucky,7,8,53,73,Eastern Kentucky
Eastern Kentucky,Morehead State,62,75,Morehead State,4,4,58,71,Morehead State
Campbellsville-Harrodsburg,Eastern Kentucky,54,118,Eastern Kentucky,5,13,49,105,Eastern Kentucky
Jacksonville State,Eastern Kentucky,66,69,Eastern Kentucky,3,6,63,63,Austin Peay
Tennessee Tech,Eastern Kentucky,80,90,Eastern Kentucky,15,16,65,74,Eastern Kentucky
UT Martin,Eastern Kentucky,73,113,Eastern Kentucky,2,20,71,93,Eastern Kentucky
Eastern Kentucky,Jacksonville State,86,82,Eastern Kentucky,14,9,72,73,Jacksonville State
Murray State,Eastern Kentucky,76,64,Murray State,7,6,69,58,Murray State
Eastern Kentucky,SIU Edwardsville,78,74,Eastern Kentucky,8,7,70,67,Eastern Kentucky
Eastern Kentucky,Tennessee State,93,73,Eastern Kentucky,8,7,85,66,Eastern Kentucky
Eastern Kentucky,Tennessee Tech,83,72,Eastern Kentucky,12,6,71,66,Eastern Kentucky
Eastern Kentucky,UT Martin,89,72,Eastern Kentucky,7,9,82,63,Eastern Kentucky
Eastern Kentucky,Southeast Missouri State,72,94,Southeast Missouri State,11,14,61,80,Southeast Missouri State
Eastern Kentucky,Southeast Missouri State,87,65,Eastern Kentucky,14,6,73,59,Eastern Kentucky
Tennessee State,Eastern Kentucky,84,89,Eastern Kentucky,6,6,78,83,Eastern Kentucky
Jacksonville State,Alabama,57,81,Alabama,9,7,48,74,Alabama
Jacksonville State,South Alabama,77,73,Jacksonville State,15,8,62,65,South Alabama
Mobile,Jacksonville State,66,85,Jacksonville State,12,6,54,79,Jacksonville State
Jacksonville State,Tennessee Tech,73,67,Jacksonville State,7,6,66,61,Jacksonville State
Tennessee Tech,Jacksonville State,50,74,Jacksonville State,6,11,44,63,Jacksonville State
Carver College,Jacksonville State,45,104,Jacksonville State,3,15,42,89,Jacksonville State
UT Martin,Jacksonville State,70,80,Jacksonville State,8,8,62,72,Jacksonville State
Jacksonville State,Eastern Kentucky,66,69,Eastern Kentucky,3,6,63,63,Jacksonville State
Jacksonville State,Morehead State,55,56,Morehead State,6,7,49,49,Jacksonville State
Tennessee State,Jacksonville State,64,65,Jacksonville State,5,4,59,61,Jacksonville State
Jacksonville State,Murray State,85,82,Jacksonville State,9,13,76,69,Jacksonville State
Morehead State,Jacksonville State,85,66,Morehead State,12,4,73,62,Morehead State
Jacksonville State,UT Martin,82,70,Jacksonville State,11,13,71,57,Jacksonville State
Jacksonville State,Southeast Missouri State,66,54,Jacksonville State,4,7,62,47,Jacksonville State
SIU Edwardsville,Jacksonville State,60,80,Jacksonville State,9,9,51,71,Jacksonville State
Jacksonville State,Tennessee State,77,76,Jacksonville State,6,9,71,67,Jacksonville State
Murray State,Jacksonville State,74,87,Jacksonville State,13,13,61,74,Jacksonville State
Morehead State,Kentucky,45,81,Kentucky,3,6,42,75,Kentucky
Arkansas State,Morehead State,61,69,Morehead State,4,5,57,64,Morehead State
Transylvania,Morehead State,55,77,Morehead State,8,12,47,65,Morehead State
Transylvania,Morehead State,55,81,Morehead State,6,8,49,73,Morehead State
SIU Edwardsville,Morehead State,69,65,SIU Edwardsville,8,7,61,58,SIU Edwardsville
Morehead State,Murray State,61,56,Morehead State,2,5,59,51,Morehead State
Tennessee Tech,Morehead State,54,57,Morehead State,7,5,47,52,Morehead State
Jacksonville State,Morehead State,55,56,Morehead State,6,7,49,49,Morehead State
Morehead State,Southeast Missouri State,64,50,Morehead State,6,9,58,41,Morehead State
Southeast Missouri State,Morehead State,65,76,Morehead State,7,7,58,69,Morehead State
UT Martin,Morehead State,44,76,Morehead State,4,7,40,69,Morehead State
Morehead State,Tennessee Tech,74,55,Morehead State,7,5,67,50,Morehead State
Murray State,Morehead State,56,66,Morehead State,11,5,45,61,Morehead State
Morehead State,Tennessee State,79,66,Morehead State,8,9,71,57,Morehead State
Morehead State,UT Martin,79,69,Morehead State,10,9,69,60,Morehead State
Morehead State,SIU Edwardsville,56,48,Morehead State,3,5,53,43,Morehead State
Tennessee State,Morehead State,60,74,Morehead State,7,7,53,67,Morehead State
Greenville,Murray State,95,173,Murray State,20,5,75,168,Murray State
Transylvania,Murray State,49,90,Murray State,9,9,40,81,Murray State
Murray State,Austin Peay,70,74,Austin Peay,3,7,67,67,Murray State
Murray State,UT Martin,79,57,Murray State,10,4,69,53,Murray State
Tennessee Tech,Murray State,63,72,Murray State,6,11,57,61,Murray State
Tennessee State,Murray State,53,73,Murray State,6,5,47,68,Murray State
Murray State,Southeast Missouri State,77,60,Murray State,12,8,65,52,Murray State
